code,unit,statisticalUnit,description
QS608EW0039,Count,Person,L12.3 Semi-routine technical occupations
QS608EW0040,Count,Person,L12.4 Semi-routine operative occupations
QS608EW0041,Count,Person,L12.5 Semi-routine agricultural occupations
QS608EW0042,Count,Person,L12.6 Semi-routine clerical occupations
QS608EW0043,Count,Person,L12.7 Semi-routine childcare occupations
QS608EW0044,Count,Person,7. Routine occupations
QS608EW0045,Count,Person,L13.1 Routine sales and service occupations
QS608EW0046,Count,Person,L13.2 Routine production occupations
QS608EW0047,Count,Person,L13.3 Routine technical occupations
QS608EW0048,Count,Person,L13.4 Routine operative occupations
QS608EW0049,Count,Person,L13.5 Routine agricultural occupations
QS608EW0050,Count,Person,8. Never worked and long-term unemployed
QS608EW0051,Count,Person,L14.1 Never worked
QS608EW0052,Count,Person,L14.2 Long-term unemployed
QS608EW0053,Count,Person,Not classified
QS608EW0054,Count,Person,L15 Full-time students
QS608EW0055,Count,Person,L17 Not classifiable for other reasons
QS609EW0001,Count,Person,All categories: NS-SeC of Household Reference Person
QS609EW0002,Count,Person,"1. Higher managerial, administrative and professional occupations"
QS609EW0003,Count,Person,1.1 Large employers and higher managerial and administrative occupations
QS609EW0004,Count,Person,L1 Employers in large establishments
QS609EW0005,Count,Person,L2 Higher managerial and administrative occupations
QS609EW0006,Count,Person,1.2 Higher professional occupations
QS609EW0007,Count,Person,L3.1 Traditional employees
QS609EW0008,Count,Person,L3.2 New employees
QS609EW0009,Count,Person,L3.3 Traditional self-employed
QS609EW0010,Count,Person,L3.4 New self-employed
QS609EW0011,Count,Person,"2. Lower managerial, administrative and professional occupations"
QS609EW0012,Count,Person,L4 Lower professional and higher technical occupations
QS609EW0013,Count,Person,L4.1 Traditional employees
QS609EW0014,Count,Person,L4.2 New employees
QS609EW0015,Count,Person,L4.3 Traditional self-employed
QS609EW0016,Count,Person,L4.4 New self-employed
QS609EW0017,Count,Person,L5 Lower managerial and administrative occupations
QS609EW0018,Count,Person,L6 Higher supervisory occupations
QS609EW0019,Count,Person,3. Intermediate occupations
QS609EW0020,Count,Person,L7.1 Intermediate clerical and administrative occupations
QS609EW0021,Count,Person,L7.2 Intermediate sales and service occupations
QS609EW0022,Count,Person,L7.3 Intermediate technical and auxiliary occupations
QS609EW0023,Count,Person,L7.4 Intermediate engineering occupations
QS609EW0024,Count,Person,4. Small employers and own account workers
QS609EW0025,Count,Person,L8 Employers in small establishments
QS609EW0026,Count,Person,"L8.1 Employers in small establishments in industry, commerce, services etc."
QS609EW0027,Count,Person,L8.2 Employers in small establishments in agriculture
QS609EW0028,Count,Person,L9 Own account workers
QS609EW0029,Count,Person,L9.1 Own account workers (non-professional)
QS609EW0030,Count,Person,L9.2 Own account workers (agriculture)
QS609EW0031,Count,Person,5. Lower supervisory and technical occupations
QS609EW0032,Count,Person,L10 Lower supervisory occupations
QS609EW0033,Count,Person,L11 Lower technical occupations
QS609EW0034,Count,Person,L11.1 Lower technical craft occupations
QS609EW0035,Count,Person,L11.2 Lower technical process operative occupations
QS609EW0036,Count,Person,6. Semi-routine occupations
QS609EW0037,Count,Person,L12.1 Semi-routine sales occupations
QS609EW0038,Count,Person,L12.2 Semi-routine service occupations
QS609EW0039,Count,Person,L12.3 Semi-routine technical occupations
QS609EW0040,Count,Person,L12.4 Semi-routine operative occupations
QS609EW0041,Count,Person,L12.5 Semi-routine agricultural occupations
QS609EW0042,Count,Person,L12.6 Semi-routine clerical occupations
QS609EW0043,Count,Person,L12.7 Semi-routine childcare occupations
QS609EW0044,Count,Person,7. Routine occupations
QS609EW0045,Count,Person,L13.1 Routine sales and service occupations
QS609EW0046,Count,Person,L13.2 Routine production occupations
QS609EW0047,Count,Person,L13.3 Routine technical occupations
QS609EW0048,Count,Person,L13.4 Routine operative occupations
QS609EW0049,Count,Person,L13.5 Routine agricultural occupations
QS609EW0050,Count,Person,8. Never worked and long-term unemployed
QS609EW0051,Count,Person,L14.1 Never worked
QS609EW0052,Count,Person,L14.2 Long-term unemployed
QS609EW0053,Count,Person,Not classified
QS609EW0054,Count,Person,L15 Full-time students
QS609EW0055,Count,Person,L17 Not classifiable for other reasons
QS610EW0001,Count,Person,All categories: NS-SeC of Household Reference Person
QS610EW0002,Count,Person,"1. Higher managerial, administrative and professional occupations"
QS610EW0003,Count,Person,1.1 Large employers and higher managerial and administrative occupations
QS610EW0004,Count,Person,L1 Employers in large establishments
QS610EW0005,Count,Person,L2 Higher managerial and administrative occupations
QS610EW0006,Count,Person,1.2 Higher professional occupations
QS610EW0007,Count,Person,L3.1 Traditional employees
QS610EW0008,Count,Person,L3.2 New employees
QS610EW0009,Count,Person,L3.3 Traditional self-employed
QS610EW0010,Count,Person,L3.4 New self-employed
QS610EW0011,Count,Person,"2. Lower managerial, administrative and professional occupations"
QS610EW0012,Count,Person,L4 Lower professional and higher technical occupations
QS610EW0013,Count,Person,L4.1 Traditional employees
QS610EW0014,Count,Person,L4.2 New employees
QS610EW0015,Count,Person,L4.3 Traditional self-employed
QS610EW0016,Count,Person,L4.4 New self-employed
QS610EW0017,Count,Person,L5 Lower managerial and administrative occupations
QS610EW0018,Count,Person,L6 Higher supervisory occupations
QS610EW0019,Count,Person,3. Intermediate occupations
QS610EW0020,Count,Person,L7.1 Intermediate clerical and administrative occupations
QS610EW0021,Count,Person,L7.2 Intermediate sales and service occupations
QS610EW0022,Count,Person,L7.3 Intermediate technical and auxiliary occupations
QS610EW0023,Count,Person,L7.4 Intermediate engineering occupations
QS610EW0024,Count,Person,4. Small employers and own account workers
QS610EW0025,Count,Person,L8 Employers in small establishments
QS610EW0026,Count,Person,"L8.1 Employers in small establishments in industry, commerce, services etc."
QS610EW0027,Count,Person,L8.2 Employers in small establishments in agriculture
QS610EW0028,Count,Person,L9 Own account workers
QS610EW0029,Count,Person,L9.1 Own account workers (non-professional)
CT00100009,Count,Person,Other mixed
QS610EW0030,Count,Person,L9.2 Own account workers (agriculture)
QS610EW0031,Count,Person,5. Lower supervisory and technical occupations
QS610EW0032,Count,Person,L10 Lower supervisory occupations
QS610EW0033,Count,Person,L11 Lower technical occupations
QS610EW0034,Count,Person,L11.1 Lower technical craft occupations
QS610EW0035,Count,Person,L11.2 Lower technical process operative occupations
QS610EW0036,Count,Person,6. Semi-routine occupations
QS610EW0037,Count,Person,L12.1 Semi-routine sales occupations
QS610EW0038,Count,Person,L12.2 Semi-routine service occupations
QS610EW0039,Count,Person,L12.3 Semi-routine technical occupations
QS610EW0040,Count,Person,L12.4 Semi-routine operative occupations
QS610EW0041,Count,Person,L12.5 Semi-routine agricultural occupations
QS610EW0042,Count,Person,L12.6 Semi-routine clerical occupations
QS610EW0043,Count,Person,L12.7 Semi-routine childcare occupations
QS610EW0044,Count,Person,7. Routine occupations
QS610EW0045,Count,Person,L13.1 Routine sales and service occupations
QS610EW0046,Count,Person,L13.2 Routine production occupations
QS610EW0047,Count,Person,L13.3 Routine technical occupations
QS610EW0048,Count,Person,L13.4 Routine operative occupations
QS610EW0049,Count,Person,L13.5 Routine agricultural occupations
QS610EW0050,Count,Person,8. Never worked and long-term unemployed
QS610EW0051,Count,Person,L14.1 Never worked
QS610EW0052,Count,Person,L14.2 Long-term unemployed
QS610EW0053,Count,Person,Not classified
QS610EW0054,Count,Person,L15 Full-time students
QS610EW0055,Count,Person,L17 Not classifiable for other reasons
QS612EW0001,Count,Person,All categories: Year last worked 
QS612EW0002,Count,Person,In employment
QS612EW0003,Count,Person,Not in employment: Total
QS612EW0004,Count,Person,Last worked in 2011
QS612EW0005,Count,Person,Last worked in 2010
QS612EW0006,Count,Person,Last worked in 2009 
QS612EW0007,Count,Person,Last worked in 2008
QS612EW0008,Count,Person,Last worked in 2007
QS612EW0009,Count,Person,Last worked in 2006
QS612EW0010,Count,Person,Last worked in 2001 - 2005
QS612EW0011,Count,Person,Last worked before 2001
QS612EW0012,Count,Person,Never worked
QS701EW0001,Count,Person,All categories: Method of travel to work
QS701EW0002,Count,Person,Work mainly at or from home
QS701EW0003,Count,Person,"Underground, metro, light rail, tram"
QS701EW0004,Count,Person,Train
QS701EW0005,Count,Person,"Bus, minibus or coach"
QS701EW0006,Count,Person,Taxi
QS701EW0007,Count,Person,"Motorcycle, scooter or moped"
QS701EW0008,Count,Person,Driving a car or van
QS701EW0009,Count,Person,Passenger in a car or van
QS701EW0010,Count,Person,Bicycle
QS701EW0011,Count,Person,On foot
QS701EW0012,Count,Person,Other method of travel to work
QS701EW0013,Count,Person,Not in employment
QS801EW0001,Count,Person,All categories: Year of arrival in the UK
QS801EW0002,Count,Person,Born in the UK
QS801EW0003,Count,Person,Arrived before 1941
QS801EW0004,Count,Person,Arrived 1941-1950
QS801EW0005,Count,Person,Arrived 1951-1960
QS801EW0006,Count,Person,Arrived 1961-1970
QS801EW0007,Count,Person,Arrived 1971-1980
QS801EW0008,Count,Person,Arrived 1981-1990
QS801EW0009,Count,Person,Arrived 1991-2000
QS801EW0010,Count,Person,Arrived 2001-2003
QS801EW0011,Count,Person,Arrived 2004-2006
QS801EW0012,Count,Person,Arrived 2007-2009
QS801EW0013,Count,Person,Arrived 2010-2011
QS802EW0001,Count,Person,All categories: Age of arrival in the UK
QS802EW0002,Count,Person,Born in the UK
QS802EW0003,Count,Person,Age of arrival in the UK: 0 to 4
QS802EW0004,Count,Person,Age of arrival in the UK: 5 to 7
QS802EW0005,Count,Person,Age of arrival in the UK: 8 to 9
QS802EW0006,Count,Person,Age of arrival in the UK: 10 to 14
QS802EW0007,Count,Person,Age of arrival in the UK: 15
QS802EW0008,Count,Person,Age of arrival in the UK: 16 to 17
QS802EW0009,Count,Person,Age of arrival in the UK: 18 to 19
QS802EW0010,Count,Person,Age of arrival in the UK: 20 to 24
QS802EW0011,Count,Person,Age of arrival in the UK: 25 to 29
QS802EW0012,Count,Person,Age of arrival in the UK: 30 to 44
QS802EW0013,Count,Person,Age of arrival in the UK: 45 to 59
QS802EW0014,Count,Person,Age of arrival in the UK: 60 to 64
QS802EW0015,Count,Person,Age of arrival in the UK: 65 to 74
QS802EW0016,Count,Person,Age of arrival in the UK: 75 to 84
QS802EW0017,Count,Person,Age of arrival in the UK: 85 to 89
QS802EW0018,Count,Person,Age of arrival in the UK: 90 and over
QS803EW0001,Count,Person,All categories: Length of residence in the UK
QS803EW0002,Count,Person,Born in the UK
QS803EW0003,Count,Person,Resident in UK: Less than 2 years
QS803EW0004,Count,Person,Resident in UK: 2 years or more but less than 5 years
QS803EW0005,Count,Person,Resident in UK: 5 years or more but less than 10 years
QS803EW0006,Count,Person,Resident in UK: 10 years or more
CT00100001,Count,Person,All categories: Ethnic group
CT00100002,Count,Person,English/Welsh/Scottish/Northern Irish/British
CT00100003,Count,Person,Irish
CT00100004,Count,Person,Gypsy or Irish Traveller
CT00100005,Count,Person,Other White
CT00100006,Count,Person,White and Black Caribbean
CT00100007,Count,Person,White and Black African
CT00100008,Count,Person,White and Asian
CT00100010,Count,Person,Indian or British Indian
CT00100011,Count,Person,Pakistani or British Pakistani
CT00100012,Count,Person,"Bangladeshi, British Bangladeshi"
CT00100013,Count,Person,Chinese
CT00100014,Count,Person,Other Asian
CT00100015,Count,Person,African
CT00100016,Count,Person,Caribbean
CT00100017,Count,Person,Other Black
CT00100018,Count,Person,Arab
CT00100019,Count,Person,Any other ethnic group
CT00100020,Count,Person,Afghan
CT00100021,Count,Person,African/Arab
CT00100022,Count,Person,Albanian
CT00100023,Count,Person,Anglo Indian
CT00100024,Count,Person,Argentinian
CT00100025,Count,Person,Australian/New Zealander
CT00100026,Count,Person,Baltic States
CT00100027,Count,Person,Black and Asian
CT00100028,Count,Person,Black and Chinese
CT00100029,Count,Person,Black and White
CT00100030,Count,Person,Black British
CT00100031,Count,Person,Black European
CT00100032,Count,Person,Black/African American
CT00100033,Count,Person,Bosnian
CT00100034,Count,Person,Brazilian
CT00100035,Count,Person,British Asian
CT00100036,Count,Person,Burmese
CT00100037,Count,Person,Cambodia
CT00100038,Count,Person,Caribbean Asian
CT00100039,Count,Person,Chilean
CT00100040,Count,Person,Chinese and White
CT00100041,Count,Person,Colombian
CT00100042,Count,Person,Commonwealth of (Russian) Independent States
CT00100043,Count,Person,Croatian
CT00100044,Count,Person,Cuban
CT00100045,Count,Person,Cypriot
CT00100046,Count,Person,East African Asian
CT00100047,Count,Person,Ecuadorian
CT00100048,Count,Person,European Mixed
CT00100049,Count,Person,Filipino
CT00100050,Count,Person,Greek
CT00100051,Count,Person,Greek Cypriot
CT00100052,Count,Person,Indonesian
CT00100053,Count,Person,Iranian
CT00100054,Count,Person,Israeli
CT00100055,Count,Person,Italian
CT00100056,Count,Person,Japanese
CT00100057,Count,Person,Kashmiri
CT00100058,Count,Person,Korean
CT00100059,Count,Person,Kosovan
CT00100060,Count,Person,Kurdish
CT00100061,Count,Person,Latin/South/Central American
CT00100062,Count,Person,Malaysian
CT00100063,Count,Person,Mexican
CT00100064,Count,Person,Moroccan
CT00100065,Count,Person,Multi-ethnic islands
CT00100066,Count,Person,Nepalese (includes Gurkha)
CT00100067,Count,Person,Nigerian
CT00100068,Count,Person,North African
CT00100069,Count,Person,North American
CT00100070,Count,Person,Other Eastern European
CT00100071,Count,Person,Other Middle East
CT00100072,Count,Person,Other Western European
CT00100073,Count,Person,Peruvian
CT00100074,Count,Person,Polish
CT00100075,Count,Person,Polynesia/Micronesia/Melanesia
CT00100076,Count,Person,Punjabi
CT00100077,Count,Person,Serbian
CT00100078,Count,Person,Sinhalese
CT00100079,Count,Person,Somali
CT00100080,Count,Person,Somalilander
CT00100081,Count,Person,South Asian and Chinese
CT00100082,Count,Person,Sri Lankan
CT00100083,Count,Person,Taiwanese
CT00100084,Count,Person,Tamil
CT00100085,Count,Person,Thai
CT00100086,Count,Person,Turkish
CT00100087,Count,Person,Turkish Cypriot
CT00100088,Count,Person,Venezuelan
CT00100089,Count,Person,Vietnamese
CT00100090,Count,Person,White African
CT00100091,Count,Person,White and Arab
CT00100092,Count,Person,White and East Asian
CT00100093,Count,Person,White and North African or Middle Eastern
CT00100094,Count,Person,White and South Asian
CT00100095,Count,Person,White Caribbean
